"year","zone","birthweight","measure","value"
"2001-2003","S01002086","Low Weight Births","Ratio",0
"2002-2004","S01002086","Low Weight Births","Ratio",0
"2003-2005","S01002086","Low Weight Births","Ratio",0
"2009-2011","S01002086","Low Weight Births","Ratio","3.7"
"2004-2006","S01002086","Low Weight Births","Ratio",0
"2007-2009","S01002087","Live Singleton Births","Count",22
"2008-2010","S01002087","Live Singleton Births","Count",32
"2001-2003","S01002087","Low Weight Births","Count",0
"2002-2004","S01002087","Low Weight Births","Count",0
"2009-2011","S01002087","Low Weight Births","Count",0
"2009-2011","S01002087","Live Singleton Births","Count",38
"2003-2005","S01002087","Low Weight Births","Count",0
"2010-2012","S01002087","Live Singleton Births","Count",39
"2000-2002","S01002087","Live Singleton Births","Count",15
"2004-2006","S01002087","Low Weight Births","Count",0
"2010-2012","S01002087","Low Weight Births","Count",0
"2011-2013","S01002087","Live Singleton Births","Count",34
"2001-2003","S01002087","Live Singleton Births","Count",17
"2005-2007","S01002087","Low Weight Births","Count",0
"2002-2004","S01002087","Live Singleton Births","Count",17
"2011-2013","S01002087","Low Weight Births","Count",0
"2003-2005","S01002087","Live Singleton Births","Count",16
"2006-2008","S01002087","Low Weight Births","Count",0
"2004-2006","S01002087","Live Singleton Births","Count",16
"2007-2009","S01002087","Low Weight Births","Count",0
"2005-2007","S01002087","Live Singleton Births","Count",19
"2000-2002","S01002087","Low Weight Births","Count",0
"2008-2010","S01002087","Low Weight Births","Count",0
"2006-2008","S01002087","Live Singleton Births","Count",19
"2010-2012","S01002087","Low Weight Births","Ratio",0
"2005-2007","S01002087","Low Weight Births","Ratio",0
"2006-2008","S01002087","Low Weight Births","Ratio",0
"2011-2013","S01002087","Low Weight Births","Ratio",0
"2007-2009","S01002087","Low Weight Births","Ratio",0
"2008-2010","S01002087","Low Weight Births","Ratio",0
"2000-2002","S01002087","Low Weight Births","Ratio",0
"2001-2003","S01002087","Low Weight Births","Ratio",0
"2002-2004","S01002087","Low Weight Births","Ratio",0
"2003-2005","S01002087","Low Weight Births","Ratio",0
"2009-2011","S01002087","Low Weight Births","Ratio",0
"2004-2006","S01002087","Low Weight Births","Ratio",0
"2007-2009","S01002088","Live Singleton Births","Count",21
"2008-2010","S01002088","Live Singleton Births","Count",21
"2001-2003","S01002088","Low Weight Births","Count",0
"2002-2004","S01002088","Low Weight Births","Count",0
"2009-2011","S01002088","Low Weight Births","Count",1
"2009-2011","S01002088","Live Singleton Births","Count",19
"2003-2005","S01002088","Low Weight Births","Count",0
"2010-2012","S01002088","Live Singleton Births","Count",21
"2000-2002","S01002088","Live Singleton Births","Count",28
"2004-2006","S01002088","Low Weight Births","Count",0
"2010-2012","S01002088","Low Weight Births","Count",1
"2011-2013","S01002088","Live Singleton Births","Count",19
"2001-2003","S01002088","Live Singleton Births","Count",24
"2005-2007","S01002088","Low Weight Births","Count",0
"2002-2004","S01002088","Live Singleton Births","Count",19
"2011-2013","S01002088","Low Weight Births","Count",0
"2003-2005","S01002088","Live Singleton Births","Count",22
"2006-2008","S01002088","Low Weight Births","Count",0
"2004-2006","S01002088","Live Singleton Births","Count",25
"2007-2009","S01002088","Low Weight Births","Count",0
"2005-2007","S01002088","Live Singleton Births","Count",25
"2000-2002","S01002088","Low Weight Births","Count",0
"2008-2010","S01002088","Low Weight Births","Count",1
"2006-2008","S01002088","Live Singleton Births","Count",26
"2010-2012","S01002088","Low Weight Births","Ratio","4.76"
"2005-2007","S01002088","Low Weight Births","Ratio",0
"2006-2008","S01002088","Low Weight Births","Ratio",0
"2011-2013","S01002088","Low Weight Births","Ratio",0
"2007-2009","S01002088","Low Weight Births","Ratio",0
"2008-2010","S01002088","Low Weight Births","Ratio","4.76"
"2000-2002","S01002088","Low Weight Births","Ratio",0
"2001-2003","S01002088","Low Weight Births","Ratio",0
"2002-2004","S01002088","Low Weight Births","Ratio",0
"2003-2005","S01002088","Low Weight Births","Ratio",0
"2009-2011","S01002088","Low Weight Births","Ratio","5.26"
"2004-2006","S01002088","Low Weight Births","Ratio",0
"2007-2009","S01002089","Live Singleton Births","Count",33
"2008-2010","S01002089","Live Singleton Births","Count",28
"2001-2003","S01002089","Low Weight Births","Count",0
"2002-2004","S01002089","Low Weight Births","Count",0
"2009-2011","S01002089","Low Weight Births","Count",0
"2009-2011","S01002089","Live Singleton Births","Count",18
"2003-2005","S01002089","Low Weight Births","Count",0
"2010-2012","S01002089","Live Singleton Births","Count",20
"2000-2002","S01002089","Live Singleton Births","Count",25
"2004-2006","S01002089","Low Weight Births","Count",0
"2010-2012","S01002089","Low Weight Births","Count",0
"2011-2013","S01002089","Live Singleton Births","Count",20
"2001-2003","S01002089","Live Singleton Births","Count",30
"2005-2007","S01002089","Low Weight Births","Count",0
"2002-2004","S01002089","Live Singleton Births","Count",27
"2011-2013","S01002089","Low Weight Births","Count",0
"2003-2005","S01002089","Live Singleton Births","Count",26
"2006-2008","S01002089","Low Weight Births","Count",0
"2004-2006","S01002089","Live Singleton Births","Count",22
"2007-2009","S01002089","Low Weight Births","Count",0
"2005-2007","S01002089","Live Singleton Births","Count",27
"2000-2002","S01002089","Low Weight Births","Count",0
"2008-2010","S01002089","Low Weight Births","Count",0
"2006-2008","S01002089","Live Singleton Births","Count",35
"2010-2012","S01002089","Low Weight Births","Ratio",0
"2005-2007","S01002089","Low Weight Births","Ratio",0
"2006-2008","S01002089","Low Weight Births","Ratio",0
"2011-2013","S01002089","Low Weight Births","Ratio",0
"2007-2009","S01002089","Low Weight Births","Ratio",0
"2008-2010","S01002089","Low Weight Births","Ratio",0
"2000-2002","S01002089","Low Weight Births","Ratio",0
"2001-2003","S01002089","Low Weight Births","Ratio",0
"2002-2004","S01002089","Low Weight Births","Ratio",0
"2003-2005","S01002089","Low Weight Births","Ratio",0
"2009-2011","S01002089","Low Weight Births","Ratio",0
"2004-2006","S01002089","Low Weight Births","Ratio",0
"2007-2009","S01002090","Live Singleton Births","Count",16
"2008-2010","S01002090","Live Singleton Births","Count",18
"2001-2003","S01002090","Low Weight Births","Count",2
"2002-2004","S01002090","Low Weight Births","Count",2
"2009-2011","S01002090","Low Weight Births","Count",1
"2009-2011","S01002090","Live Singleton Births","Count",13
"2003-2005","S01002090","Low Weight Births","Count",0
"2010-2012","S01002090","Live Singleton Births","Count",15
"2000-2002","S01002090","Live Singleton Births","Count",26
"2004-2006","S01002090","Low Weight Births","Count",0
"2010-2012","S01002090","Low Weight Births","Count",1
"2011-2013","S01002090","Live Singleton Births","Count",15
"2001-2003","S01002090","Live Singleton Births","Count",29
"2005-2007","S01002090","Low Weight Births","Count",0
"2002-2004","S01002090","Live Singleton Births","Count",31
"2011-2013","S01002090","Low Weight Births","Count",1
"2003-2005","S01002090","Live Singleton Births","Count",25
"2006-2008","S01002090","Low Weight Births","Count",0
"2004-2006","S01002090","Live Singleton Births","Count",28
"2007-2009","S01002090","Low Weight Births","Count",0
"2005-2007","S01002090","Live Singleton Births","Count",22
"2000-2002","S01002090","Low Weight Births","Count",2
"2008-2010","S01002090","Low Weight Births","Count",0
"2006-2008","S01002090","Live Singleton Births","Count",24
"2010-2012","S01002090","Low Weight Births","Ratio","6.67"
"2005-2007","S01002090","Low Weight Births","Ratio",0
"2006-2008","S01002090","Low Weight Births","Ratio",0
"2011-2013","S01002090","Low Weight Births","Ratio","6.67"
"2007-2009","S01002090","Low Weight Births","Ratio",0
"2008-2010","S01002090","Low Weight Births","Ratio",0
"2000-2002","S01002090","Low Weight Births","Ratio","7.69"
"2001-2003","S01002090","Low Weight Births","Ratio","6.9"
"2002-2004","S01002090","Low Weight Births","Ratio","6.45"
"2003-2005","S01002090","Low Weight Births","Ratio",0
"2009-2011","S01002090","Low Weight Births","Ratio","7.69"
"2004-2006","S01002090","Low Weight Births","Ratio",0
"2007-2009","S01002091","Live Singleton Births","Count",12
"2008-2010","S01002091","Live Singleton Births","Count",19
"2001-2003","S01002091","Low Weight Births","Count",0
"2002-2004","S01002091","Low Weight Births","Count",1
"2009-2011","S01002091","Low Weight Births","Count",0
"2009-2011","S01002091","Live Singleton Births","Count",34
"2003-2005","S01002091","Low Weight Births","Count",1
"2010-2012","S01002091","Live Singleton Births","Count",34
"2000-2002","S01002091","Live Singleton Births","Count",17
"2004-2006","S01002091","Low Weight Births","Count",1
"2010-2012","S01002091","Low Weight Births","Count",0
"2011-2013","S01002091","Live Singleton Births","Count",38
"2001-2003","S01002091","Live Singleton Births","Count",13
"2005-2007","S01002091","Low Weight Births","Count",0
"2002-2004","S01002091","Live Singleton Births","Count",8
"2011-2013","S01002091","Low Weight Births","Count",0
"2003-2005","S01002091","Live Singleton Births","Count",15
"2006-2008","S01002091","Low Weight Births","Count",0
"2004-2006","S01002091","Live Singleton Births","Count",18
"2007-2009","S01002091","Low Weight Births","Count",0
"2005-2007","S01002091","Live Singleton Births","Count",16
"2000-2002","S01002091","Low Weight Births","Count",1
"2008-2010","S01002091","Low Weight Births","Count",0
"2006-2008","S01002091","Live Singleton Births","Count",12
"2010-2012","S01002091","Low Weight Births","Ratio",0
"2005-2007","S01002091","Low Weight Births","Ratio",0
"2006-2008","S01002091","Low Weight Births","Ratio",0
"2011-2013","S01002091","Low Weight Births","Ratio",0
"2007-2009","S01002091","Low Weight Births","Ratio",0
"2008-2010","S01002091","Low Weight Births","Ratio",0
"2000-2002","S01002091","Low Weight Births","Ratio","5.88"
"2001-2003","S01002091","Low Weight Births","Ratio",0
"2002-2004","S01002091","Low Weight Births","Ratio","12.5"
"2003-2005","S01002091","Low Weight Births","Ratio","6.67"
"2009-2011","S01002091","Low Weight Births","Ratio",0
"2004-2006","S01002091","Low Weight Births","Ratio","5.56"
"2007-2009","S01002092","Live Singleton Births","Count",17
"2008-2010","S01002092","Live Singleton Births","Count",16
"2001-2003","S01002092","Low Weight Births","Count",0
"2002-2004","S01002092","Low Weight Births","Count",0
"2009-2011","S01002092","Low Weight Births","Count",0
"2009-2011","S01002092","Live Singleton Births","Count",15
"2003-2005","S01002092","Low Weight Births","Count",0
"2010-2012","S01002092","Live Singleton Births","Count",19
"2000-2002","S01002092","Live Singleton Births","Count",31
"2004-2006","S01002092","Low Weight Births","Count",0
"2010-2012","S01002092","Low Weight Births","Count",0
"2011-2013","S01002092","Live Singleton Births","Count",21
"2001-2003","S01002092","Live Singleton Births","Count",27
"2005-2007","S01002092","Low Weight Births","Count",0
"2002-2004","S01002092","Live Singleton Births","Count",31
"2011-2013","S01002092","Low Weight Births","Count",0
"2003-2005","S01002092","Live Singleton Births","Count",21
"2006-2008","S01002092","Low Weight Births","Count",0
"2004-2006","S01002092","Live Singleton Births","Count",21
"2007-2009","S01002092","Low Weight Births","Count",0
"2005-2007","S01002092","Live Singleton Births","Count",19
"2000-2002","S01002092","Low Weight Births","Count",0
"2008-2010","S01002092","Low Weight Births","Count",0
"2006-2008","S01002092","Live Singleton Births","Count",20
"2010-2012","S01002092","Low Weight Births","Ratio",0
"2005-2007","S01002092","Low Weight Births","Ratio",0
"2006-2008","S01002092","Low Weight Births","Ratio",0
"2011-2013","S01002092","Low Weight Births","Ratio",0
"2007-2009","S01002092","Low Weight Births","Ratio",0
"2008-2010","S01002092","Low Weight Births","Ratio",0
"2000-2002","S01002092","Low Weight Births","Ratio",0
"2001-2003","S01002092","Low Weight Births","Ratio",0
"2002-2004","S01002092","Low Weight Births","Ratio",0
"2003-2005","S01002092","Low Weight Births","Ratio",0
"2009-2011","S01002092","Low Weight Births","Ratio",0
"2004-2006","S01002092","Low Weight Births","Ratio",0
"2007-2009","S01002093","Live Singleton Births","Count",11
"2008-2010","S01002093","Live Singleton Births","Count",18
"2001-2003","S01002093","Low Weight Births","Count",0
"2002-2004","S01002093","Low Weight Births","Count",0
"2009-2011","S01002093","Low Weight Births","Count",0
"2009-2011","S01002093","Live Singleton Births","Count",22
"2003-2005","S01002093","Low Weight Births","Count",1
"2010-2012","S01002093","Live Singleton Births","Count",32
"2000-2002","S01002093","Live Singleton Births","Count",11
"2004-2006","S01002093","Low Weight Births","Count",1
"2010-2012","S01002093","Low Weight Births","Count",0
"2011-2013","S01002093","Live Singleton Births","Count",29
"2001-2003","S01002093","Live Singleton Births","Count",11
"2005-2007","S01002093","Low Weight Births","Count",1
"2002-2004","S01002093","Live Singleton Births","Count",13
"2011-2013","S01002093","Low Weight Births","Count",0
"2003-2005","S01002093","Live Singleton Births","Count",10
"2006-2008","S01002093","Low Weight Births","Count",0
"2004-2006","S01002093","Live Singleton Births","Count",10
"2007-2009","S01002093","Low Weight Births","Count",0
"2005-2007","S01002093","Live Singleton Births","Count",7
"2000-2002","S01002093","Low Weight Births","Count",0
"2008-2010","S01002093","Low Weight Births","Count",0
"2006-2008","S01002093","Live Singleton Births","Count",9
"2010-2012","S01002093","Low Weight Births","Ratio",0
"2005-2007","S01002093","Low Weight Births","Ratio","14.29"
"2006-2008","S01002093","Low Weight Births","Ratio",0
"2011-2013","S01002093","Low Weight Births","Ratio",0
"2007-2009","S01002093","Low Weight Births","Ratio",0
"2008-2010","S01002093","Low Weight Births","Ratio",0
"2000-2002","S01002093","Low Weight Births","Ratio",0
"2001-2003","S01002093","Low Weight Births","Ratio",0
"2002-2004","S01002093","Low Weight Births","Ratio",0
"2003-2005","S01002093","Low Weight Births","Ratio",10
"2009-2011","S01002093","Low Weight Births","Ratio",0
"2004-2006","S01002093","Low Weight Births","Ratio",10
"2007-2009","S01002094","Live Singleton Births","Count",18
"2008-2010","S01002094","Live Singleton Births","Count",18
"2001-2003","S01002094","Low Weight Births","Count",0
"2002-2004","S01002094","Low Weight Births","Count",0
"2009-2011","S01002094","Low Weight Births","Count",0
"2009-2011","S01002094","Live Singleton Births","Count",22
"2003-2005","S01002094","Low Weight Births","Count",0
"2010-2012","S01002094","Live Singleton Births","Count",20
"2000-2002","S01002094","Live Singleton Births","Count",17
"2004-2006","S01002094","Low Weight Births","Count",0
"2010-2012","S01002094","Low Weight Births","Count",0
"2011-2013","S01002094","Live Singleton Births","Count",23
"2001-2003","S01002094","Live Singleton Births","Count",14
"2005-2007","S01002094","Low Weight Births","Count",0
"2002-2004","S01002094","Live Singleton Births","Count",12
